Comment,Sentiment
Will come back.,Positive
Awful experience.,Negative
Very satisfied!,Positive
Terrible service.,Negative
Awful experience.,Negative
Never again.,Negative
Never again.,Negative
Never again.,Negative
Very disappointing.,Negative
Terrible service.,Negative
Very satisfied!,Positive
Amazing experience.,Positive
Highly recommend!,Positive
Will come back.,Positive
Amazing experience.,Positive
Never again.,Negative
Amazing experience.,Positive
Highly recommend!,Positive
Very disappointing.,Negative
Very disappointing.,Negative
Great service!,Positive
Awful experience.,Negative
Not recommended.,Negative
Never again.,Negative
Delicious food.,Positive
Great service!,Positive
Highly recommend!,Positive
Never again.,Negative
Highly recommend!,Positive
Delicious food.,Positive
Bad food.,Negative
Very disappointing.,Negative
Amazing experience.,Positive
Highly recommend!,Positive
Not recommended.,Negative
Amazing experience.,Positive
Bad food.,Negative
Bad food.,Negative
Terrible service.,Negative
Delicious food.,Positive
Never again.,Negative
Not recommended.,Negative
Terrible service.,Negative
Amazing experience.,Positive
Awful experience.,Negative
Not recommended.,Negative
Bad food.,Negative
Great service!,Positive
Bad food.,Negative
Great service!,Positive
Amazing experience.,Positive
Very disappointing.,Negative
Amazing experience.,Positive
Will come back.,Positive
Not recommended.,Negative
Awful experience.,Negative
Very satisfied!,Positive
Will come back.,Positive
Delicious food.,Positive
Not recommended.,Negative
Awful experience.,Negative
Never again.,Negative
Never again.,Negative
Great service!,Positive
Bad food.,Negative
Very satisfied!,Positive
Not recommended.,Negative
Highly recommend!,Positive
Terrible service.,Negative
Very satisfied!,Positive
Bad food.,Negative
Bad food.,Negative
Terrible service.,Negative
Amazing experience.,Positive
Very disappointing.,Negative
Amazing experience.,Positive
Awful experience.,Negative
Very disappointing.,Negative
Terrible service.,Negative
Delicious food.,Positive
Never again.,Negative
Highly recommend!,Positive
Great service!,Positive
Will come back.,Positive
Terrible service.,Negative
Awful experience.,Negative
Great service!,Positive
Highly recommend!,Positive
Great service!,Positive
Very disappointing.,Negative
Very satisfied!,Positive
Awful experience.,Negative
Bad food.,Negative
Never again.,Negative
Highly recommend!,Positive
Delicious food.,Positive
Very disappointing.,Negative
Amazing experience.,Positive
Will come back.,Positive
Awful experience.,Negative
Not recommended.,Negative
Never again.,Negative
Not recommended.,Negative
Great service!,Positive
Amazing experience.,Positive
Delicious food.,Positive
Not recommended.,Negative
Delicious food.,Positive
Will come back.,Positive
Amazing experience.,Positive
Awful experience.,Negative
Amazing experience.,Positive
Great service!,Positive
Not recommended.,Negative
Great service!,Positive
Never again.,Negative
Delicious food.,Positive
Great service!,Positive
Awful experience.,Negative
Very disappointing.,Negative
Very satisfied!,Positive
Delicious food.,Positive
Very disappointing.,Negative
Bad food.,Negative
Will come back.,Positive
Terrible service.,Negative
Great service!,Positive
Great service!,Positive
Awful experience.,Negative
Terrible service.,Negative
Awful experience.,Negative
Bad food.,Negative
Highly recommend!,Positive
Awful experience.,Negative
Will come back.,Positive
Awful experience.,Negative
Delicious food.,Positive
Amazing experience.,Positive
Great service!,Positive
Very satisfied!,Positive
Delicious food.,Positive
Great service!,Positive
Will come back.,Positive
Will come back.,Positive
Amazing experience.,Positive
Highly recommend!,Positive
Bad food.,Negative
Very disappointing.,Negative
Very disappointing.,Negative
Never again.,Negative
Terrible service.,Negative
Great service!,Positive
Highly recommend!,Positive
Delicious food.,Positive
Not recommended.,Negative
Not recommended.,Negative
Amazing experience.,Positive
Will come back.,Positive
Great service!,Positive
Awful experience.,Negative
Very disappointing.,Negative
Very disappointing.,Negative
Will come back.,Positive
Awful experience.,Negative
Amazing experience.,Positive
Will come back.,Positive
Great service!,Positive
Very disappointing.,Negative
Bad food.,Negative
Not recommended.,Negative
Bad food.,Negative
Delicious food.,Positive
Highly recommend!,Positive
Awful experience.,Negative
Very disappointing.,Negative
Terrible service.,Negative
Very satisfied!,Positive
Awful experience.,Negative
Very disappointing.,Negative
Highly recommend!,Positive
Very satisfied!,Positive
Amazing experience.,Positive
Highly recommend!,Positive
Highly recommend!,Positive
Amazing experience.,Positive
Bad food.,Negative
Bad food.,Negative
Highly recommend!,Positive
Bad food.,Negative
Bad food.,Negative
Highly recommend!,Positive
Terrible service.,Negative
Very satisfied!,Positive
Amazing experience.,Positive
Bad food.,Negative
Delicious food.,Positive
Great service!,Positive
Bad food.,Negative
Bad food.,Negative
Delicious food.,Positive
Bad food.,Negative
Never again.,Negative
Amazing experience.,Positive
Terrible service.,Negative
Not recommended.,Negative
Terrible service.,Negative
Very satisfied!,Positive
Never again.,Negative
Not recommended.,Negative
Amazing experience.,Positive
Delicious food.,Positive
Terrible service.,Negative
Very satisfied!,Positive
Very satisfied!,Positive
Very satisfied!,Positive
Not recommended.,Negative
Amazing experience.,Positive
Great service!,Positive
Not recommended.,Negative
Not recommended.,Negative
Will come back.,Positive
Very satisfied!,Positive
Highly recommend!,Positive
Highly recommend!,Positive
Delicious food.,Positive
Amazing experience.,Positive
Delicious food.,Positive
Terrible service.,Negative
Highly recommend!,Positive
Awful experience.,Negative
Great service!,Positive
Delicious food.,Positive
Delicious food.,Positive
Bad food.,Negative
Very disappointing.,Negative
Terrible service.,Negative
Not recommended.,Negative
Awful experience.,Negative
Very satisfied!,Positive
Highly recommend!,Positive
Highly recommend!,Positive
Highly recommend!,Positive
Amazing experience.,Positive
Terrible service.,Negative
Terrible service.,Negative
Great service!,Positive
Bad food.,Negative
Highly recommend!,Positive
Great service!,Positive
Very satisfied!,Positive
Will come back.,Positive
Not recommended.,Negative
Very satisfied!,Positive
Awful experience.,Negative
Not recommended.,Negative
Never again.,Negative
Amazing experience.,Positive
Never again.,Negative
Not recommended.,Negative
Not recommended.,Negative
Terrible service.,Negative
Delicious food.,Positive
Terrible service.,Negative
Will come back.,Positive
Amazing experience.,Positive
Never again.,Negative
Awful experience.,Negative
Highly recommend!,Positive
Very satisfied!,Positive
Great service!,Positive
Amazing experience.,Positive
Terrible service.,Negative
Amazing experience.,Positive
Delicious food.,Positive
Amazing experience.,Positive
Highly recommend!,Positive
Highly recommend!,Positive
Terrible service.,Negative
Not recommended.,Negative
Awful experience.,Negative
Highly recommend!,Positive
Delicious food.,Positive
Very disappointing.,Negative
Highly recommend!,Positive
Not recommended.,Negative
Awful experience.,Negative
Bad food.,Negative
Very disappointing.,Negative
Will come back.,Positive
Bad food.,Negative
Highly recommend!,Positive
Not recommended.,Negative
Amazing experience.,Positive
Not recommended.,Negative
Amazing experience.,Positive
Terrible service.,Negative
Very disappointing.,Negative
Delicious food.,Positive
Not recommended.,Negative
Very satisfied!,Positive
Bad food.,Negative
Great service!,Positive
Never again.,Negative
Delicious food.,Positive
Delicious food.,Positive
Very disappointing.,Negative
Bad food.,Negative
Not recommended.,Negative
Not recommended.,Negative
Great service!,Positive
Amazing experience.,Positive
Amazing experience.,Positive
Bad food.,Negative
Awful experience.,Negative
Very satisfied!,Positive
Delicious food.,Positive
Awful experience.,Negative
Very disappointing.,Negative
Highly recommend!,Positive
Delicious food.,Positive
Amazing experience.,Positive
Great service!,Positive
Will come back.,Positive
Great service!,Positive
Amazing experience.,Positive
Never again.,Negative
Very disappointing.,Negative
Amazing experience.,Positive
Not recommended.,Negative
Will come back.,Positive
Terrible service.,Negative
Not recommended.,Negative
Not recommended.,Negative
Highly recommend!,Positive
Never again.,Negative
Not recommended.,Negative
Not recommended.,Negative
